id,name_fr,name_en,path_key,type
ArmorDragonscaleGauntlets,Gantelets draconiques,Dragonscale Gauntlets,[01] Update.esm/[13] Armor/[103] ArmorDragonscaleGauntlets [ARMO-0001393F],ARMO
ArmorDragonscaleCuirass,Armure draconique,Dragonscale Armor,[01] Update.esm/[13] Armor/[104] ArmorDragonscaleCuirass [ARMO-0001393E],ARMO
ArmorDragonscaleBoots,Bottes draconiques,Dragonscale Boots,[01] Update.esm/[13] Armor/[105] ArmorDragonscaleBoots [ARMO-0001393D],ARMO
ArmorGlassHelmet,Casque de verre,Glass Helmet,[01] Update.esm/[13] Armor/[106] ArmorGlassHelmet [ARMO-0001393B],ARMO
ArmorGlassCuirass,Armure de verre,Glass Armor,[01] Update.esm/[13] Armor/[107] ArmorGlassCuirass [ARMO-00013939],ARMO
ArmorGlassBoots,Bottes de verre,Glass Boots,[01] Update.esm/[13] Armor/[108] ArmorGlassBoots [ARMO-00013938],ARMO
ClothesBeggarBoots,Bottes uses,Ragged Boots,[01] Update.esm/[13] Armor/[109] ClothesBeggarBoots [ARMO-00013106],ARMO
CCHorseArmorElvenUnicorn,,,[01] Update.esm/[13] Armor/[10] CCHorseArmorElvenUnicorn [ARMO-010030CB],ARMO
ClothesBeggarRobes,Robe use,Ragged Robes,[01] Update.esm/[13] Armor/[110] ClothesBeggarRobes [ARMO-00013105],ARMO
ClothesBeggarHat,Bonnet us,Ragged Cap,[01] Update.esm/[13] Armor/[111] ClothesBeggarHat [ARMO-00013104],ARMO
EnchArmorGlassHelmetMagickaRate05,Casque de verre de rsurgence,Glass Helmet of Resurgence,[01] Update.esm/[13] Armor/[112] EnchArmorGlassHelmetMagickaRate05 [ARMO-000FE2DF],ARMO
EnchArmorElvenBootsStamina04,Bottes elfiques de vigueur majeure,Elven Boots of Eminent Stamina,[01] Update.esm/[13] Armor/[113] EnchArmorElvenBootsStamina04 [ARMO-0010DF88],ARMO
MS02ForswornBoots,Bottes des Anciennes divinits,Boots of the Old Gods,[01] Update.esm/[13] Armor/[114] MS02ForswornBoots [ARMO-000EAFD3],ARMO
MS02ForswornGauntlets,Gantelets des Anciennes divinits,Gauntlets of the Old Gods,[01] Update.esm/[13] Armor/[115] MS02ForswornGauntlets [ARMO-000EAFD2],ARMO
MS02ForswornHelmet,Casque des Anciennes divinits,Helmet of the Old Gods,[01] Update.esm/[13] Armor/[116] MS02ForswornHelmet [ARMO-000EAFD1],ARMO
MS02ForswornArmor,Armure des Anciennes divinits,Armor of the Old Gods,[01] Update.esm/[13] Armor/[117] MS02ForswornArmor [ARMO-000EAFD0],ARMO
ArmorThievesGuildLeaderHelmet,Capuchon de matre de guilde,Guild Master's Hood,[01] Update.esm/[13] Armor/[118] ArmorThievesGuildLeaderHelmet [ARMO-000E35D9],ARMO
ArmorThievesGuildLeaderGauntlets,Gants de matre de guilde,Guild Master's Gloves,[01] Update.esm/[13] Armor/[119] ArmorThievesGuildLeaderGauntlets [ARMO-000E35D8],ARMO
CCHorseArmorSteel,,,[01] Update.esm/[13] Armor/[11] CCHorseArmorSteel [ARMO-010030BD],ARMO
ArmorThievesGuildLeaderCuirass,Armure de matre de guilde,Guild Master's Armor,[01] Update.esm/[13] Armor/[120] ArmorThievesGuildLeaderCuirass [ARMO-000E35D7],ARMO
ArmorThievesGuildLeaderBoots,Bottes de matre de guilde,Guild Master's Boots,[01] Update.esm/[13] Armor/[121] ArmorThievesGuildLeaderBoots [ARMO-000E35D6],ARMO
ForswornGauntlets,Gantelets de Parjure,Forsworn Gauntlets,[01] Update.esm/[13] Armor/[122] ForswornGauntlets [ARMO-000D8D55],ARMO
ForswornHelmet,Coiffe de Parjure,Forsworn Headdress,[01] Update.esm/[13] Armor/[123] ForswornHelmet [ARMO-000D8D52],ARMO
ForswornCuirass,Armure de Parjure,Forsworn Armor,[01] Update.esm/[13] Armor/[124] ForswornCuirass [ARMO-000D8D50],ARMO
ForswornBoots,Bottes de Parjure,Forsworn Boots,[01] Update.esm/[13] Armor/[125] ForswornBoots [ARMO-000D8D4E],ARMO
ArmorPenitusGauntlets,Gantelets du Penitus Oculatus,Penitus Oculatus Bracers,[01] Update.esm/[13] Armor/[126] ArmorPenitusGauntlets [ARMO-000D3EAB],ARMO
ArmorPenitusHelmet,Casque du Penitus Oculatus,Penitus Oculatus Helmet,[01] Update.esm/[13] Armor/[127] ArmorPenitusHelmet [ARMO-000D3EAA],ARMO
ArmorPenitusBoots,Bottes du Penitus Oculatus,Penitus Oculatus Boots,[01] Update.esm/[13] Armor/[128] ArmorPenitusBoots [ARMO-000D3EA7],ARMO
ArmorPenitusCuirass,Armure du Penitus Oculatus,Penitus Oculatus Armor,[01] Update.esm/[13] Armor/[129] ArmorPenitusCuirass [ARMO-000D3EA0],ARMO
CCHorseArmorElven,,,[01] Update.esm/[13] Armor/[12] CCHorseArmorElven [ARMO-010030BC],ARMO
ArmorThievesGuildHelmetPlayerImproved,Capuchon de la Guilde des voleurs,Thieves Guild Hood,[01] Update.esm/[13] Armor/[130] ArmorThievesGuildHelmetPlayerImproved [ARMO-000D3ACE],ARMO
ArmorThievesGuildGauntletsPlayerImproved,Gants de la Guilde des voleurs,Thieves Guild Gloves,[01] Update.esm/[13] Armor/[131] ArmorThievesGuildGauntletsPlayerImproved [ARMO-000D3ACD],ARMO
ArmorThievesGuildCuirassPlayerImproved,Armure de la Guilde des voleurs,Thieves Guild Armor,[01] Update.esm/[13] Armor/[132] ArmorThievesGuildCuirassPlayerImproved [ARMO-000D3ACC],ARMO
ArmorThievesGuildBootsPlayerImproved,Bottes de la Guilde des voleurs,Thieves Guild Boots,[01] Update.esm/[13] Armor/[133] ArmorThievesGuildBootsPlayerImproved [ARMO-000D3ACB],ARMO
ArmorThievesGuildHelmetPlayer,Capuchon de la Guilde des voleurs,Thieves Guild Hood,[01] Update.esm/[13] Armor/[134] ArmorThievesGuildHelmetPlayer [ARMO-000D3AC5],ARMO
ArmorThievesGuildGauntletsPlayer,Gants de la Guilde des voleurs,Thieves Guild Gloves,[01] Update.esm/[13] Armor/[135] ArmorThievesGuildGauntletsPlayer [ARMO-000D3AC4],ARMO
ArmorThievesGuildCuirassPlayer,Armure de la Guilde des voleurs,Thieves Guild Armor,[01] Update.esm/[13] Armor/[136] ArmorThievesGuildCuirassPlayer [ARMO-000D3AC3],ARMO
ArmorThievesGuildBootsPlayer,Bottes de la Guilde des voleurs,Thieves Guild Boots,[01] Update.esm/[13] Armor/[137] ArmorThievesGuildBootsPlayer [ARMO-000D3AC2],ARMO
ArmorFalmerGauntlets,Gantelets falmers,Falmer Gauntlets,[01] Update.esm/[13] Armor/[138] ArmorFalmerGauntlets [ARMO-000B83CF],ARMO
ArmorFalmerBoots,Bottes falmers,Falmer Boots,[01] Update.esm/[13] Armor/[139] ArmorFalmerBoots [ARMO-000B83CD],ARMO
CCHorseArmorDummy,,,[01] Update.esm/[13] Armor/[13] CCHorseArmorDummy [ARMO-010030BA],ARMO
ArmorFalmerCuirass,Armure falmer,Falmer Armor,[01] Update.esm/[13] Armor/[140] ArmorFalmerCuirass [ARMO-000B83CB],ARMO
ArmorStormcloakBearHelmet,Casque d'officier des Sombrages,Stormcloak Officer Helmet,[01] Update.esm/[13] Armor/[141] ArmorStormcloakBearHelmet [ARMO-00086985],ARMO
ArmorStormcloakBearGauntlets,Gantelets d'officier des Sombrages,Stormcloak Officer Bracers,[01] Update.esm/[13] Armor/[142] ArmorStormcloakBearGauntlets [ARMO-00086983],ARMO
ArmorStormcloakBearBoots,Bottes d'officier des Sombrages,Stormcloak Officer Boots,[01] Update.esm/[13] Armor/[143] ArmorStormcloakBearBoots [ARMO-00086981],ARMO
ArmorStormcloakBearCuirass,Armure d'officier des Sombrages,Stormcloak Officer Armor,[01] Update.esm/[13] Armor/[144] ArmorStormcloakBearCuirass [ARMO-0008697E],ARMO
ArmorFalmerShield,Bouclier falmer,Falmer Shield,[01] Update.esm/[13] Armor/[145] ArmorFalmerShield [ARMO-0005C06C],ARMO
ArmorBladesShield,Bouclier de Lame,Blades Shield,[01] Update.esm/[13] Armor/[146] ArmorBladesShield [ARMO-0004F912],ARMO
ArmorFAlmerHelmet,Casque falmer,Falmer Helmet,[01] Update.esm/[13] Armor/[147] ArmorFAlmerHelmet [ARMO-0004C3CB],ARMO
ArmorBladesHelmet,Casque de Lame,Blades Helmet,[01] Update.esm/[13] Armor/[148] ArmorBladesHelmet [ARMO-0004B28F],ARMO
ArmorBladesGauntlets,Gantelets de Lame,Blades Gauntlets,[01] Update.esm/[13] Armor/[149] ArmorBladesGauntlets [ARMO-0004B28D],ARMO
SkinHorseBlacknWhiteHide,,,[01] Update.esm/[13] Armor/[14] SkinHorseBlacknWhiteHide [ARMO-00086510],ARMO
ArmorBladesCuirass,Armure de Lame,Blades Armor,[01] Update.esm/[13] Armor/[150] ArmorBladesCuirass [ARMO-0004B28B],ARMO
ArmorBladesBoots,Bottes de Lame,Blades Boots,[01] Update.esm/[13] Armor/[151] ArmorBladesBoots [ARMO-0004B288],ARMO
ArmorImperialHelmet,Casque imprial,Imperial Helmet,[01] Update.esm/[13] Armor/[152] ArmorImperialHelmet [ARMO-00013EDC],ARMO
ArmorImperialStuddedCuirass,Armure impriale cloute,Studded Imperial Armor,[01] Update.esm/[13] Armor/[153] ArmorImperialStuddedCuirass [ARMO-00013ED8],ARMO
ArmorIronBandedCuirass,Armure  bandes,Banded Iron Armor,[01] Update.esm/[13] Armor/[154] ArmorIronBandedCuirass [ARMO-00013948],ARMO
ArmorElvenGildedCuirass,Armure dore,Elven Gilded Armor,[01] Update.esm/[13] Armor/[155] ArmorElvenGildedCuirass [ARMO-0001392A],ARMO
SkinHorseGreyHide,,,[01] Update.esm/[13] Armor/[15] SkinHorseGreyHide [ARMO-0008650F],ARMO
SkinHorsePalominoHide,,,[01] Update.esm/[13] Armor/[16] SkinHorsePalominoHide [ARMO-0008650E],ARMO
SkinHorseBlackHide,,,[01] Update.esm/[13] Armor/[17] SkinHorseBlackHide [ARMO-0008650D],ARMO
SkinHorseShadowmere,,,[01] Update.esm/[13] Armor/[18] SkinHorseShadowmere [ARMO-00086503],ARMO
SkinHorse,,,[01] Update.esm/[13] Armor/[19] SkinHorse [ARMO-00060715],ARMO
EnchRingDestruction06,Anneau de destruction absolue,Ring of Peerless Destruction,[01] Update.esm/[13] Armor/[1] EnchRingDestruction06 [ARMO-00100E04],ARMO
ClothesWeddingDress,Robe de marie,Wedding Dress,[01] Update.esm/[13] Armor/[20] ClothesWeddingDress [ARMO-00088956],ARMO
ClothesPrisonerRags,Pantalon us,Ragged Trousers,[01] Update.esm/[13] Armor/[21] ClothesPrisonerRags [ARMO-0008F19A],ARMO
ClothesPrisonerTunic,Tunique de jute,Roughspun Tunic,[01] Update.esm/[13] Armor/[22] ClothesPrisonerTunic [ARMO-0003C9FE],ARMO
ArmorDaedricCuirass,Armure daedra,Daedric Armor,[01] Update.esm/[13] Armor/[23] ArmorDaedricCuirass [ARMO-0001396B],ARMO
ClothesMGRobesArchmage1Hooded,Robe d'archimage,Archmage's Robes,[01] Update.esm/[13] Armor/[24] ClothesMGRobesArchmage1Hooded [ARMO-0010F570],ARMO
ClothesCollegeBootsApprenticeVariant1,Bottes de l'Acadmie,College Boots,[01] Update.esm/[13] Armor/[25] ClothesCollegeBootsApprenticeVariant1 [ARMO-0010E2DC],ARMO
PrisonerCuffsSolitude,Menottes de prisonnier,Prisoner's Cuffs,[01] Update.esm/[13] Armor/[26] PrisonerCuffsSolitude [ARMO-0010E2D8],ARMO
ClothesCollegeBootsCommonVariant1,Bottes de l'Acadmie,College Boots,[01] Update.esm/[13] Armor/[27] ClothesCollegeBootsCommonVariant1 [ARMO-0010E2CE],ARMO
PrisonerCuffsPlayer,Menottes de prisonnier,Prisoner's Cuffs,[01] Update.esm/[13] Armor/[28] PrisonerCuffsPlayer [ARMO-0010E039],ARMO
ClothesCollegeHoodVariant2,Capuchon de mage,Mage Hood,[01] Update.esm/[13] Armor/[29] ClothesCollegeHoodVariant2 [ARMO-0010D6A7],ARMO
ClothesWeddingSandals,Sandales de marie,Wedding Sandals,[01] Update.esm/[13] Armor/[2] ClothesWeddingSandals [ARMO-00088958],ARMO
ClothesCollegeHoodVariant1,Capuchon de mage,Mage Hood,[01] Update.esm/[13] Armor/[30] ClothesCollegeHoodVariant1 [ARMO-0010D6A6],ARMO
ClothesCollegeRobesCommonVariant1,Robe de l'Acadmie,College Robes,[01] Update.esm/[13] Armor/[31] ClothesCollegeRobesCommonVariant1 [ARMO-0010D6A5],ARMO
ClothesCollegeRobesApprenticeVariant2,Robe couverte de l'Acadmie,Mantled College Robes,[01] Update.esm/[13] Armor/[32] ClothesCollegeRobesApprenticeVariant2 [ARMO-0010D6A4],ARMO
ClothesCollegeRobesApprenticeVariant1,Robe couverte de l'Acadmie,Mantled College Robes,[01] Update.esm/[13] Armor/[33] ClothesCollegeRobesApprenticeVariant1 [ARMO-0010D691],ARMO
ClothesMonkRobesColorGreenHooded,Robe verte  capuchon,Hooded Green Robes,[01] Update.esm/[13] Armor/[34] ClothesMonkRobesColorGreenHooded [ARMO-0010CFEC],ARMO
ClothesMonkRobesColorRedHooded,Robe rouge  capuchon,Hooded Red Robes,[01] Update.esm/[13] Armor/[35] ClothesMonkRobesColorRedHooded [ARMO-0010CFEB],ARMO
ClothesMonkRobesColorGreyHooded,Robe grise  capuchon,Hooded Grey Robes,[01] Update.esm/[13] Armor/[36] ClothesMonkRobesColorGreyHooded [ARMO-0010CFEA],ARMO
ClothesMonkRobesColorBrownHooded,Robe marron  capuchon,Hooded Brown Robes,[01] Update.esm/[13] Armor/[37] ClothesMonkRobesColorBrownHooded [ARMO-0010CFE4],ARMO
ClothesThalmorRobesHooded,Robe de Thalmor  capuchon,Hooded Thalmor Robes,[01] Update.esm/[13] Armor/[38] ClothesThalmorRobesHooded [ARMO-0010C698],ARMO
ClothesNecromancerRobesHooded,Robe  capuche du Ncromancien,Hooded Necromancer Robes,[01] Update.esm/[13] Armor/[39] ClothesNecromancerRobesHooded [ARMO-0010710D],ARMO
ClothesJarl02,Manteau orn de fourrure,Fur-Trimmed Cloak,[01] Update.esm/[13] Armor/[3] ClothesJarl02 [ARMO-0008698C],ARMO
ClothesWarlockRobesHooded,Robe  capuche du Mage noir,Hooded Black Mage Robes,[01] Update.esm/[13] Armor/[40] ClothesWarlockRobesHooded [ARMO-0010710C],ARMO
TemplateClothesMageRobesApprenticeHooded,Robe  capuche de mage,Hooded Mage Robes,[01] Update.esm/[13] Armor/[41] TemplateClothesMageRobesApprenticeHooded [ARMO-0010710B],ARMO
TemplateClothesMageRobesCommonHooded,Robe  capuche de mage,Hooded Mage Robes,[01] Update.esm/[13] Armor/[42] TemplateClothesMageRobesCommonHooded [ARMO-00107109],ARMO
ClothesRobesBlackHooded,Robe noire  capuche,Hooded Black Robes,[01] Update.esm/[13] Armor/[43] ClothesRobesBlackHooded [ARMO-00107108],ARMO
ClothesMonkRobesHooded,Robe  capuche de moine,Hooded Monk Robes,[01] Update.esm/[13] Armor/[44] ClothesMonkRobesHooded [ARMO-00107106],ARMO
ArmorBanditCuirass3,Armure de fourrure,Fur Armor,[01] Update.esm/[13] Armor/[45] ArmorBanditCuirass3 [ARMO-0010594F],ARMO
ArmorBanditCuirass2,Armure de fourrure,Fur Armor,[01] Update.esm/[13] Armor/[46] ArmorBanditCuirass2 [ARMO-0010594D],ARMO
ArmorBanditCuirass1,Armure de fourrure,Fur Armor,[01] Update.esm/[13] Armor/[47] ArmorBanditCuirass1 [ARMO-0010594B],ARMO
PrisonerCuffs,Menottes de prisonnier,Prisoner's Cuffs,[01] Update.esm/[13] Armor/[48] PrisonerCuffs [ARMO-00103941],ARMO
ArmorNightingaleHelmetPlayer02,Capuchon de Rossignol,Nightingale Hood,[01] Update.esm/[13] Armor/[49] ArmorNightingaleHelmetPlayer02 [ARMO-000FCC13],ARMO
ClothesUlfric,Vtements d'Ulfric,Ulfric's Clothes,[01] Update.esm/[13] Armor/[4] ClothesUlfric [ARMO-00062303],ARMO
ArmorNightingaleHelmetPlayer03,Capuchon de Rossignol,Nightingale Hood,[01] Update.esm/[13] Armor/[50] ArmorNightingaleHelmetPlayer03 [ARMO-000FCC12],ARMO
ArmorNightingaleGauntletsPlayer03,Gants de Rossignol,Nightingale Gloves,[01] Update.esm/[13] Armor/[51] ArmorNightingaleGauntletsPlayer03 [ARMO-000FCC11],ARMO
ArmorNightingaleGauntletsPlayer02,Gants de Rossignol,Nightingale Gloves,[01] Update.esm/[13] Armor/[52] ArmorNightingaleGauntletsPlayer02 [ARMO-000FCC10],ARMO
ArmorNightingaleCuirassPlayer03,Armure de Rossignol,Nightingale Armor,[01] Update.esm/[13] Armor/[53] ArmorNightingaleCuirassPlayer03 [ARMO-000FCC0F],ARMO
ArmorNightingaleCuirassPlayer02,Armure de Rossignol,Nightingale Armor,[01] Update.esm/[13] Armor/[54] ArmorNightingaleCuirassPlayer02 [ARMO-000FCC0E],ARMO
ArmorNightingaleBootsPlayer03,Bottes de Rossignol,Nightingale Boots,[01] Update.esm/[13] Armor/[55] ArmorNightingaleBootsPlayer03 [ARMO-000FCC0D],ARMO
ArmorNightingaleBootsPlayer01,Bottes de Rossignol,Nightingale Boots,[01] Update.esm/[13] Armor/[56] ArmorNightingaleBootsPlayer01 [ARMO-000FCC0C],ARMO
ClothesFineClothes01Variant,Vtements raffins,Fine Clothes,[01] Update.esm/[13] Armor/[57] ClothesFineClothes01Variant [ARMO-000F8713],ARMO
ArmorSteelHelmetB,Casque d'acier  cornes,Steel Horned Helmet,[01] Update.esm/[13] Armor/[58] ArmorSteelHelmetB [ARMO-000F6F24],ARMO
ArmorSteelGauntletsB,Gantelets impriaux d'acier,Steel Imperial Gauntlets,[01] Update.esm/[13] Armor/[59] ArmorSteelGauntletsB [ARMO-000F6F23],ARMO
ClothesJarl,Habits de noble,Noble Clothes,[01] Update.esm/[13] Armor/[5] ClothesJarl [ARMO-0005DB7B],ARMO
ArmorSteelCuirassB,Armure d'acier,Steel Armor,[01] Update.esm/[13] Armor/[60] ArmorSteelCuirassB [ARMO-000F6F22],ARMO
ArmorSteelBootsB,Jambires d'acier,Steel Shin Boots,[01] Update.esm/[13] Armor/[61] ArmorSteelBootsB [ARMO-000F6F21],ARMO
ClothesRadiantRaimentFineClothes01,Vtements raffins de Friperies fantaisie,Radiant Raiment Fine Clothes,[01] Update.esm/[13] Armor/[62] ClothesRadiantRaimentFineClothes01 [ARMO-000E9EB5],ARMO
ClothesCollegeRobesCommon,Robe de l'Acadmie,College Robes,[01] Update.esm/[13] Armor/[63] ClothesCollegeRobesCommon [ARMO-000D3DEA],ARMO
ClothesCollegeRobesApprentice,Robe couverte de l'Acadmie,Mantled College Robes,[01] Update.esm/[13] Armor/[64] ClothesCollegeRobesApprentice [ARMO-000D3DE9],ARMO
ClothesCollegeHood,Capuchon de mage,Mage Hood,[01] Update.esm/[13] Armor/[65] ClothesCollegeHood [ARMO-000D3DE8],ARMO
ClothesFineHat02,Chapeau raffin,Fine Hat,[01] Update.esm/[13] Armor/[66] ClothesFineHat02 [ARMO-000CEE84],ARMO
ArmorStormcloakBoots,Bottes de fourrure,Fur Boots,[01] Update.esm/[13] Armor/[67] ArmorStormcloakBoots [ARMO-000A6D7F],ARMO
ArmorStormcloakGauntlets,Gantelets de fourrure,Fur Gauntlets,[01] Update.esm/[13] Armor/[68] ArmorStormcloakGauntlets [ARMO-000A6D7D],ARMO
ClothesFineBoots01,Bottes raffines,Fine Boots,[01] Update.esm/[13] Armor/[69] ClothesFineBoots01 [ARMO-00086993],ARMO
ClothesJarl_var2,Tunique raffine,Refined Tunic,[01] Update.esm/[13] Armor/[6] ClothesJarl_var2 [ARMO-000E84C6],ARMO
ClothesFineClothes01,Vtements raffins,Fine Clothes,[01] Update.esm/[13] Armor/[70] ClothesFineClothes01 [ARMO-00086991],ARMO
ClothesMinerClothes,Vtements de mineur,Miner's Clothes,[01] Update.esm/[13] Armor/[71] ClothesMinerClothes [ARMO-00080697],ARMO
ClothesMGRobesArchmage,Robe d'archimage,Archmage's Robes,[01] Update.esm/[13] Armor/[72] ClothesMGRobesArchmage [ARMO-0007C932],ARMO
ClothesMGBootsArchmage,Bottes,Boots,[01] Update.esm/[13] Armor/[73] ClothesMGBootsArchmage [ARMO-0007C92E],ARMO
ClothesMinerClothesVariant,Vtements de mineur,Miner's Clothes,[01] Update.esm/[13] Armor/[74] ClothesMinerClothesVariant [ARMO-0006FF43],ARMO
ArmorBanditHelmet,Casque de fourrure,Fur Helmet,[01] Update.esm/[13] Armor/[75] ArmorBanditHelmet [ARMO-0006F39E],ARMO
ArmorBanditGauntlets,Gantelets de fourrure,Fur Bracers,[01] Update.esm/[13] Armor/[76] ArmorBanditGauntlets [ARMO-0006F39B],ARMO
ArmorBanditBoots,Chaussures de fourrure,Fur Shoes,[01] Update.esm/[13] Armor/[77] ArmorBanditBoots [ARMO-0006F398],ARMO
ArmorBanditCuirass,Armure de fourrure,Fur Armor,[01] Update.esm/[13] Armor/[78] ArmorBanditCuirass [ARMO-0006F393],ARMO
ArmorNightingaleHelmetPlayer01,Capuchon de Rossignol,Nightingale Hood,[01] Update.esm/[13] Armor/[79] ArmorNightingaleHelmetPlayer01 [ARMO-0005DB88],ARMO
ClothesJarl_var1,Robe embellie,Embellished Robes,[01] Update.esm/[13] Armor/[7] ClothesJarl_var1 [ARMO-000E84C4],ARMO
ArmorNightingaleGauntletsPlayer01,Gants de Rossignol,Nightingale Gloves,[01] Update.esm/[13] Armor/[80] ArmorNightingaleGauntletsPlayer01 [ARMO-0005DB87],ARMO
ArmorNightingaleCuirassPlayer01,Armure de Rossignol,Nightingale Armor,[01] Update.esm/[13] Armor/[81] ArmorNightingaleCuirassPlayer01 [ARMO-0005DB86],ARMO
ArmorNightingaleBootsPlayer02,Bottes de Rossignol,Nightingale Boots,[01] Update.esm/[13] Armor/[82] ArmorNightingaleBootsPlayer02 [ARMO-0005DB85],ARMO
ClothesJarlShoes,Bottes doubles de fourrure,Fur-lined Boots,[01] Update.esm/[13] Armor/[83] ClothesJarlShoes [ARMO-0005DB7E],ARMO
ClothesMerchantHat,Chapeau,Hat,[01] Update.esm/[13] Armor/[84] ClothesMerchantHat [ARMO-0004223B],ARMO
ClothesPrisonerShoes,Bandages de pieds,Footwraps,[01] Update.esm/[13] Armor/[85] ClothesPrisonerShoes [ARMO-0003CA00],ARMO
ClothesEmperor,Robe de l'empereur,Emperor's Robes,[01] Update.esm/[13] Armor/[86] ClothesEmperor [ARMO-00015516],ARMO
ArmorDaedricHelmet,Casque daedra,Daedric Helmet,[01] Update.esm/[13] Armor/[87] ArmorDaedricHelmet [ARMO-0001396D],ARMO
ArmorDaedricGauntlets,Gantelets daedras,Daedric Gauntlets,[01] Update.esm/[13] Armor/[88] ArmorDaedricGauntlets [ARMO-0001396C],ARMO
ArmorDaedricBoots,Bottes daedras,Daedric Boots,[01] Update.esm/[13] Armor/[89] ArmorDaedricBoots [ARMO-0001396A],ARMO
ArmorElvenLightCuirass,Armure lgre elfique,Elven Light Armor,[01] Update.esm/[13] Armor/[8] ArmorElvenLightCuirass [ARMO-00105F12],ARMO
ArmorDragonplateHelmet,Casque pendragon,Dragonplate Helmet,[01] Update.esm/[13] Armor/[90] ArmorDragonplateHelmet [ARMO-00013969],ARMO
ArmorDragonplateGauntlets,Gantelets pendragon,Dragonplate Gauntlets,[01] Update.esm/[13] Armor/[91] ArmorDragonplateGauntlets [ARMO-00013967],ARMO
ArmorDragonplateCuirass,Armure pendragon,Dragonplate Armor,[01] Update.esm/[13] Armor/[92] ArmorDragonplateCuirass [ARMO-00013966],ARMO
ArmorDragonplateBoots,Bottes pendragon,Dragonplate Boots,[01] Update.esm/[13] Armor/[93] ArmorDragonplateBoots [ARMO-00013965],ARMO
ArmorOrcishHelmet,Casque orque,Orcish Helmet,[01] Update.esm/[13] Armor/[94] ArmorOrcishHelmet [ARMO-00013959],ARMO
ArmorOrcishGauntlets,Gantelets orques,Orcish Gauntlets,[01] Update.esm/[13] Armor/[95] ArmorOrcishGauntlets [ARMO-00013958],ARMO
ArmorOrcishCuirass,Armure orque,Orcish Armor,[01] Update.esm/[13] Armor/[96] ArmorOrcishCuirass [ARMO-00013957],ARMO
ArmorOrcishBoots,Bottes orques,Orcish Boots,[01] Update.esm/[13] Armor/[97] ArmorOrcishBoots [ARMO-00013956],ARMO
ArmorSteelHelmetA,Casque d'acier,Steel Helmet,[01] Update.esm/[13] Armor/[98] ArmorSteelHelmetA [ARMO-00013954],ARMO
ArmorSteelGauntletsA,Gantelets nordiques en acier,Steel Nordic Gauntlets,[01] Update.esm/[13] Armor/[99] ArmorSteelGauntletsA [ARMO-00013953],ARMO
CCHorseArmorSteelUnicorn,,,[01] Update.esm/[13] Armor/[9] CCHorseArmorSteelUnicorn [ARMO-010030CC],ARMO
DraugrWarAxeHoned,Hache draugr affte,Honed Draugr War Axe,[01] Update.esm/[23] Weapon/[0] DraugrWarAxeHoned [WEAP-0005BF15],WEAP
weapBasicFork01,Fourchette,Fork,[01] Update.esm/[23] Weapon/[10] weapBasicFork01 [WEAP-0001F25B],WEAP
weapBasicKnife01,Couteau,Knife,[01] Update.esm/[23] Weapon/[11] weapBasicKnife01 [WEAP-0001F25A],WEAP
DaedricDagger,Dague daedra,Daedric Dagger,[01] Update.esm/[23] Weapon/[12] DaedricDagger [WEAP-000139B6],WEAP
ElvenDagger,Dague elfique,Elven Dagger,[01] Update.esm/[23] Weapon/[13] ElvenDagger [WEAP-0001399E],WEAP
ElvenBattleaxe,Hache d'armes elfique,Elven Battleaxe,[01] Update.esm/[23] Weapon/[14] ElvenBattleaxe [WEAP-0001399C],WEAP
DwarvenDagger,Dague dwemer,Dwarven Dagger,[01] Update.esm/[23] Weapon/[15] DwarvenDagger [WEAP-00013996],WEAP
OrcishDagger,Dague orque,Orcish Dagger,[01] Update.esm/[23] Weapon/[16] OrcishDagger [WEAP-0001398E],WEAP
SteelDagger,Dague d'acier,Steel Dagger,[01] Update.esm/[23] Weapon/[17] SteelDagger [WEAP-00013986],WEAP
DaedricBow,Arc daedra,Daedric Bow,[01] Update.esm/[23] Weapon/[18] DaedricBow [WEAP-000139B5],WEAP
MG07StaffofMagnus,Bton de Magnus,Staff of Magnus,[01] Update.esm/[23] Weapon/[19] MG07StaffofMagnus [WEAP-00035369],WEAP
EbonyMace,Masse d'bonite,Ebony Mace,[01] Update.esm/[23] Weapon/[1] EbonyMace [WEAP-000139B0],WEAP
DA08RealEbonyBlade,Lame d'bonite,Ebony Blade,[01] Update.esm/[23] Weapon/[20] DA08RealEbonyBlade [WEAP-000EA29C],WEAP
DA08EbonyBlade,Lame d'bonite,Ebony Blade,[01] Update.esm/[23] Weapon/[21] DA08EbonyBlade [WEAP-0004A38F],WEAP
ExecutionerAxe,Hache du bourreau,Headsman's Axe,[01] Update.esm/[23] Weapon/[22] ExecutionerAxe [WEAP-000BE25E],WEAP
DA02Dagger,Lame du sacrifice,Blade of Sacrifice,[01] Update.esm/[23] Weapon/[23] DA02Dagger [WEAP-00079B1D],WEAP
EbonyDagger,Dague d'bonite,Ebony Dagger,[01] Update.esm/[23] Weapon/[24] EbonyDagger [WEAP-000139AE],WEAP
EbonyWarAxe,Hache d'bonite,Ebony War Axe,[01] Update.esm/[23] Weapon/[2] EbonyWarAxe [WEAP-000139AB],WEAP
GlassWarhammer,Marteau de verre,Glass Warhammer,[01] Update.esm/[23] Weapon/[3] GlassWarhammer [WEAP-000139AA],WEAP
GlassMace,Masse de verre,Glass Mace,[01] Update.esm/[23] Weapon/[4] GlassMace [WEAP-000139A8],WEAP
